1 32 0.001 0.015 0.037 0.115 0.912
4 64 0.0 0.023 0.067 0.191 1.716
7 128 0.0 0.015 0.076 0.336 7.07
10 256 0.0 0.026 0.102 0.383 10.005
13 512 0.0 0.02 0.108 0.411 18.963
