1 32 0.01 1.0 1.19 2.01 5.37
4 64 0.01 0.99 1.23 2.01 6.5
7 128 0.01 1.0 1.25 2.02 11.55
10 256 0.01 1.0 1.27 2.04 16.63
13 512 0.01 1.0 1.31 2.07 25.7
