1 32 2.864606 3.444133 4.390797 4.567041 7.972512
4 64 3.640256 4.188336 4.668839 5.426075 8.465462
7 128 4.59223 6.147873 7.237952 8.077009 11.394333
10 256 7.870057 9.035718 9.373699 10.687119 16.041496
13 512 8.673729 12.096838 14.539311 16.887975 31.659904
